Consumption (kwh), Start, End
0.585000, 2025-10-16T13:00:00+01:00, 2025-10-16T13:30:00+01:00
0.598000, 2025-10-16T13:30:00+01:00, 2025-10-16T14:00:00+01:00
0.582000, 2025-10-16T14:00:00+01:00, 2025-10-16T14:30:00+01:00
0.686000, 2025-10-16T14:30:00+01:00, 2025-10-16T15:00:00+01:00
0.659000, 2025-10-16T15:00:00+01:00, 2025-10-16T15:30:00+01:00
0.596000, 2025-10-16T15:30:00+01:00, 2025-10-16T16:00:00+01:00
0.633000, 2025-10-16T16:00:00+01:00, 2025-10-16T16:30:00+01:00
0.645000, 2025-10-16T16:30:00+01:00, 2025-10-16T17:00:00+01:00
0.701000, 2025-10-16T17:00:00+01:00, 2025-10-16T17:30:00+01:00
0.714000, 2025-10-16T17:30:00+01:00, 2025-10-16T18:00:00+01:00
0.636000, 2025-10-16T18:00:00+01:00, 2025-10-16T18:30:00+01:00
0.642000, 2025-10-16T18:30:00+01:00, 2025-10-16T19:00:00+01:00
1.254000, 2025-10-16T19:00:00+01:00, 2025-10-16T19:30:00+01:00
0.857000, 2025-10-16T19:30:00+01:00, 2025-10-16T20:00:00+01:00
0.600000, 2025-10-16T20:00:00+01:00, 2025-10-16T20:30:00+01:00
0.579000, 2025-10-16T20:30:00+01:00, 2025-10-16T21:00:00+01:00
0.558000, 2025-10-16T21:00:00+01:00, 2025-10-16T21:30:00+01:00
0.572000, 2025-10-16T21:30:00+01:00, 2025-10-16T22:00:00+01:00
0.576000, 2025-10-16T22:00:00+01:00, 2025-10-16T22:30:00+01:00
0.547000, 2025-10-16T22:30:00+01:00, 2025-10-16T23:00:00+01:00
0.812000, 2025-10-16T23:00:00+01:00, 2025-10-16T23:30:00+01:00
0.719000, 2025-10-16T23:30:00+01:00, 2025-10-17T00:00:00+01:00
0.566000, 2025-10-17T00:00:00+01:00, 2025-10-17T00:30:00+01:00
0.580000, 2025-10-17T00:30:00+01:00, 2025-10-17T01:00:00+01:00
0.627000, 2025-10-17T01:00:00+01:00, 2025-10-17T01:30:00+01:00
1.031000, 2025-10-17T01:30:00+01:00, 2025-10-17T02:00:00+01:00
0.583000, 2025-10-17T02:00:00+01:00, 2025-10-17T02:30:00+01:00
1.118000, 2025-10-17T02:30:00+01:00, 2025-10-17T03:00:00+01:00
0.549000, 2025-10-17T03:00:00+01:00, 2025-10-17T03:30:00+01:00
0.511000, 2025-10-17T03:30:00+01:00, 2025-10-17T04:00:00+01:00
0.547000, 2025-10-17T04:00:00+01:00, 2025-10-17T04:30:00+01:00
0.484000, 2025-10-17T04:30:00+01:00, 2025-10-17T05:00:00+01:00
0.480000, 2025-10-17T05:00:00+01:00, 2025-10-17T05:30:00+01:00
0.489000, 2025-10-17T05:30:00+01:00, 2025-10-17T06:00:00+01:00
0.470000, 2025-10-17T06:00:00+01:00, 2025-10-17T06:30:00+01:00
0.480000, 2025-10-17T06:30:00+01:00, 2025-10-17T07:00:00+01:00
0.487000, 2025-10-17T07:00:00+01:00, 2025-10-17T07:30:00+01:00
0.457000, 2025-10-17T07:30:00+01:00, 2025-10-17T08:00:00+01:00
0.478000, 2025-10-17T08:00:00+01:00, 2025-10-17T08:30:00+01:00
0.820000, 2025-10-17T08:30:00+01:00, 2025-10-17T09:00:00+01:00
0.504000, 2025-10-17T09:00:00+01:00, 2025-10-17T09:30:00+01:00
0.505000, 2025-10-17T09:30:00+01:00, 2025-10-17T10:00:00+01:00
0.525000, 2025-10-17T10:00:00+01:00, 2025-10-17T10:30:00+01:00
0.513000, 2025-10-17T10:30:00+01:00, 2025-10-17T11:00:00+01:00
0.585000, 2025-10-17T11:00:00+01:00, 2025-10-17T11:30:00+01:00
0.600000, 2025-10-17T11:30:00+01:00, 2025-10-17T12:00:00+01:00
0.565000, 2025-10-17T12:00:00+01:00, 2025-10-17T12:30:00+01:00
0.576000, 2025-10-17T12:30:00+01:00, 2025-10-17T13:00:00+01:00
0.585000, 2025-10-17T13:00:00+01:00, 2025-10-17T13:30:00+01:00
0.597000, 2025-10-17T13:30:00+01:00, 2025-10-17T14:00:00+01:00
0.611000, 2025-10-17T14:00:00+01:00, 2025-10-17T14:30:00+01:00
0.737000, 2025-10-17T14:30:00+01:00, 2025-10-17T15:00:00+01:00
0.629000, 2025-10-17T15:00:00+01:00, 2025-10-17T15:30:00+01:00
0.779000, 2025-10-17T15:30:00+01:00, 2025-10-17T16:00:00+01:00
0.624000, 2025-10-17T16:00:00+01:00, 2025-10-17T16:30:00+01:00
0.726000, 2025-10-17T16:30:00+01:00, 2025-10-17T17:00:00+01:00
0.870000, 2025-10-17T17:00:00+01:00, 2025-10-17T17:30:00+01:00
0.896000, 2025-10-17T17:30:00+01:00, 2025-10-17T18:00:00+01:00
0.887000, 2025-10-17T18:00:00+01:00, 2025-10-17T18:30:00+01:00
0.740000, 2025-10-17T18:30:00+01:00, 2025-10-17T19:00:00+01:00
0.622000, 2025-10-17T19:00:00+01:00, 2025-10-17T19:30:00+01:00
0.597000, 2025-10-17T19:30:00+01:00, 2025-10-17T20:00:00+01:00
0.605000, 2025-10-17T20:00:00+01:00, 2025-10-17T20:30:00+01:00
0.985000, 2025-10-17T20:30:00+01:00, 2025-10-17T21:00:00+01:00
1.844000, 2025-10-17T21:00:00+01:00, 2025-10-17T21:30:00+01:00
0.773000, 2025-10-17T21:30:00+01:00, 2025-10-17T22:00:00+01:00
0.707000, 2025-10-17T22:00:00+01:00, 2025-10-17T22:30:00+01:00
0.692000, 2025-10-17T22:30:00+01:00, 2025-10-17T23:00:00+01:00
0.710000, 2025-10-17T23:00:00+01:00, 2025-10-17T23:30:00+01:00
0.677000, 2025-10-17T23:30:00+01:00, 2025-10-18T00:00:00+01:00
0.634000, 2025-10-18T00:00:00+01:00, 2025-10-18T00:30:00+01:00
0.638000, 2025-10-18T00:30:00+01:00, 2025-10-18T01:00:00+01:00
0.635000, 2025-10-18T01:00:00+01:00, 2025-10-18T01:30:00+01:00
0.601000, 2025-10-18T01:30:00+01:00, 2025-10-18T02:00:00+01:00
0.644000, 2025-10-18T02:00:00+01:00, 2025-10-18T02:30:00+01:00
0.572000, 2025-10-18T02:30:00+01:00, 2025-10-18T03:00:00+01:00
0.564000, 2025-10-18T03:00:00+01:00, 2025-10-18T03:30:00+01:00
0.583000, 2025-10-18T03:30:00+01:00, 2025-10-18T04:00:00+01:00
0.576000, 2025-10-18T04:00:00+01:00, 2025-10-18T04:30:00+01:00
0.572000, 2025-10-18T04:30:00+01:00, 2025-10-18T05:00:00+01:00
0.593000, 2025-10-18T05:00:00+01:00, 2025-10-18T05:30:00+01:00
0.568000, 2025-10-18T05:30:00+01:00, 2025-10-18T06:00:00+01:00
0.558000, 2025-10-18T06:00:00+01:00, 2025-10-18T06:30:00+01:00
0.602000, 2025-10-18T06:30:00+01:00, 2025-10-18T07:00:00+01:00
0.603000, 2025-10-18T07:00:00+01:00, 2025-10-18T07:30:00+01:00
0.542000, 2025-10-18T07:30:00+01:00, 2025-10-18T08:00:00+01:00
0.569000, 2025-10-18T08:00:00+01:00, 2025-10-18T08:30:00+01:00
0.569000, 2025-10-18T08:30:00+01:00, 2025-10-18T09:00:00+01:00
0.563000, 2025-10-18T09:00:00+01:00, 2025-10-18T09:30:00+01:00
0.568000, 2025-10-18T09:30:00+01:00, 2025-10-18T10:00:00+01:00
0.438000, 2025-10-18T10:00:00+01:00, 2025-10-18T10:30:00+01:00
0.398000, 2025-10-18T10:30:00+01:00, 2025-10-18T11:00:00+01:00
0.431000, 2025-10-18T11:00:00+01:00, 2025-10-18T11:30:00+01:00
0.428000, 2025-10-18T11:30:00+01:00, 2025-10-18T12:00:00+01:00
0.456000, 2025-10-18T12:00:00+01:00, 2025-10-18T12:30:00+01:00
0.427000, 2025-10-18T12:30:00+01:00, 2025-10-18T13:00:00+01:00
0.433000, 2025-10-18T13:00:00+01:00, 2025-10-18T13:30:00+01:00
0.689000, 2025-10-18T13:30:00+01:00, 2025-10-18T14:00:00+01:00
1.297000, 2025-10-18T14:00:00+01:00, 2025-10-18T14:30:00+01:00
0.530000, 2025-10-18T14:30:00+01:00, 2025-10-18T15:00:00+01:00
0.954000, 2025-10-18T15:00:00+01:00, 2025-10-18T15:30:00+01:00
0.525000, 2025-10-18T15:30:00+01:00, 2025-10-18T16:00:00+01:00
0.530000, 2025-10-18T16:00:00+01:00, 2025-10-18T16:30:00+01:00
0.581000, 2025-10-18T16:30:00+01:00, 2025-10-18T17:00:00+01:00
1.974000, 2025-10-18T17:00:00+01:00, 2025-10-18T17:30:00+01:00
1.004000, 2025-10-18T17:30:00+01:00, 2025-10-18T18:00:00+01:00
0.696000, 2025-10-18T18:00:00+01:00, 2025-10-18T18:30:00+01:00
0.715000, 2025-10-18T18:30:00+01:00, 2025-10-18T19:00:00+01:00
1.128000, 2025-10-18T19:00:00+01:00, 2025-10-18T19:30:00+01:00
0.818000, 2025-10-18T19:30:00+01:00, 2025-10-18T20:00:00+01:00
0.591000, 2025-10-18T20:00:00+01:00, 2025-10-18T20:30:00+01:00
0.595000, 2025-10-18T20:30:00+01:00, 2025-10-18T21:00:00+01:00
1.114000, 2025-10-18T21:00:00+01:00, 2025-10-18T21:30:00+01:00
0.730000, 2025-10-18T21:30:00+01:00, 2025-10-18T22:00:00+01:00
0.601000, 2025-10-18T22:00:00+01:00, 2025-10-18T22:30:00+01:00
0.685000, 2025-10-18T22:30:00+01:00, 2025-10-18T23:00:00+01:00
0.684000, 2025-10-18T23:00:00+01:00, 2025-10-18T23:30:00+01:00
0.679000, 2025-10-18T23:30:00+01:00, 2025-10-19T00:00:00+01:00
0.704000, 2025-10-19T00:00:00+01:00, 2025-10-19T00:30:00+01:00
0.709000, 2025-10-19T00:30:00+01:00, 2025-10-19T01:00:00+01:00
0.728000, 2025-10-19T01:00:00+01:00, 2025-10-19T01:30:00+01:00
0.952000, 2025-10-19T01:30:00+01:00, 2025-10-19T02:00:00+01:00
1.042000, 2025-10-19T02:00:00+01:00, 2025-10-19T02:30:00+01:00
0.981000, 2025-10-19T02:30:00+01:00, 2025-10-19T03:00:00+01:00
0.881000, 2025-10-19T03:00:00+01:00, 2025-10-19T03:30:00+01:00
0.873000, 2025-10-19T03:30:00+01:00, 2025-10-19T04:00:00+01:00
0.926000, 2025-10-19T04:00:00+01:00, 2025-10-19T04:30:00+01:00
0.591000, 2025-10-19T04:30:00+01:00, 2025-10-19T05:00:00+01:00
0.672000, 2025-10-19T05:00:00+01:00, 2025-10-19T05:30:00+01:00
0.579000, 2025-10-19T05:30:00+01:00, 2025-10-19T06:00:00+01:00
0.572000, 2025-10-19T06:00:00+01:00, 2025-10-19T06:30:00+01:00
0.568000, 2025-10-19T06:30:00+01:00, 2025-10-19T07:00:00+01:00
0.563000, 2025-10-19T07:00:00+01:00, 2025-10-19T07:30:00+01:00
0.561000, 2025-10-19T07:30:00+01:00, 2025-10-19T08:00:00+01:00
0.568000, 2025-10-19T08:00:00+01:00, 2025-10-19T08:30:00+01:00
0.553000, 2025-10-19T08:30:00+01:00, 2025-10-19T09:00:00+01:00
0.564000, 2025-10-19T09:00:00+01:00, 2025-10-19T09:30:00+01:00
0.574000, 2025-10-19T09:30:00+01:00, 2025-10-19T10:00:00+01:00
0.568000, 2025-10-19T10:00:00+01:00, 2025-10-19T10:30:00+01:00
0.564000, 2025-10-19T10:30:00+01:00, 2025-10-19T11:00:00+01:00
0.563000, 2025-10-19T11:00:00+01:00, 2025-10-19T11:30:00+01:00
0.512000, 2025-10-19T11:30:00+01:00, 2025-10-19T12:00:00+01:00
0.487000, 2025-10-19T12:00:00+01:00, 2025-10-19T12:30:00+01:00
0.807000, 2025-10-19T12:30:00+01:00, 2025-10-19T13:00:00+01:00
0.507000, 2025-10-19T13:00:00+01:00, 2025-10-19T13:30:00+01:00
0.456000, 2025-10-19T13:30:00+01:00, 2025-10-19T14:00:00+01:00
0.384000, 2025-10-19T14:00:00+01:00, 2025-10-19T14:30:00+01:00
0.640000, 2025-10-19T14:30:00+01:00, 2025-10-19T15:00:00+01:00
0.694000, 2025-10-19T15:00:00+01:00, 2025-10-19T15:30:00+01:00
0.614000, 2025-10-19T15:30:00+01:00, 2025-10-19T16:00:00+01:00
0.632000, 2025-10-19T16:00:00+01:00, 2025-10-19T16:30:00+01:00
0.756000, 2025-10-19T16:30:00+01:00, 2025-10-19T17:00:00+01:00
0.985000, 2025-10-19T17:00:00+01:00, 2025-10-19T17:30:00+01:00
0.854000, 2025-10-19T17:30:00+01:00, 2025-10-19T18:00:00+01:00
0.691000, 2025-10-19T18:00:00+01:00, 2025-10-19T18:30:00+01:00
0.970000, 2025-10-19T18:30:00+01:00, 2025-10-19T19:00:00+01:00
0.893000, 2025-10-19T19:00:00+01:00, 2025-10-19T19:30:00+01:00
0.967000, 2025-10-19T19:30:00+01:00, 2025-10-19T20:00:00+01:00
1.532000, 2025-10-19T20:00:00+01:00, 2025-10-19T20:30:00+01:00
0.635000, 2025-10-19T20:30:00+01:00, 2025-10-19T21:00:00+01:00
0.817000, 2025-10-19T21:00:00+01:00, 2025-10-19T21:30:00+01:00
1.074000, 2025-10-19T21:30:00+01:00, 2025-10-19T22:00:00+01:00
1.023000, 2025-10-19T22:00:00+01:00, 2025-10-19T22:30:00+01:00
1.006000, 2025-10-19T22:30:00+01:00, 2025-10-19T23:00:00+01:00
1.642000, 2025-10-19T23:00:00+01:00, 2025-10-19T23:30:00+01:00
0.983000, 2025-10-19T23:30:00+01:00, 2025-10-20T00:00:00+01:00
0.995000, 2025-10-20T00:00:00+01:00, 2025-10-20T00:30:00+01:00
1.381000, 2025-10-20T00:30:00+01:00, 2025-10-20T01:00:00+01:00
0.893000, 2025-10-20T01:00:00+01:00, 2025-10-20T01:30:00+01:00
1.195000, 2025-10-20T01:30:00+01:00, 2025-10-20T02:00:00+01:00
1.410000, 2025-10-20T02:00:00+01:00, 2025-10-20T02:30:00+01:00
1.168000, 2025-10-20T02:30:00+01:00, 2025-10-20T03:00:00+01:00
0.936000, 2025-10-20T03:00:00+01:00, 2025-10-20T03:30:00+01:00
0.611000, 2025-10-20T03:30:00+01:00, 2025-10-20T04:00:00+01:00
0.594000, 2025-10-20T04:00:00+01:00, 2025-10-20T04:30:00+01:00
0.578000, 2025-10-20T04:30:00+01:00, 2025-10-20T05:00:00+01:00
0.576000, 2025-10-20T05:00:00+01:00, 2025-10-20T05:30:00+01:00
0.561000, 2025-10-20T05:30:00+01:00, 2025-10-20T06:00:00+01:00
0.558000, 2025-10-20T06:00:00+01:00, 2025-10-20T06:30:00+01:00
0.563000, 2025-10-20T06:30:00+01:00, 2025-10-20T07:00:00+01:00
0.558000, 2025-10-20T07:00:00+01:00, 2025-10-20T07:30:00+01:00
0.524000, 2025-10-20T07:30:00+01:00, 2025-10-20T08:00:00+01:00
0.500000, 2025-10-20T08:00:00+01:00, 2025-10-20T08:30:00+01:00
0.566000, 2025-10-20T08:30:00+01:00, 2025-10-20T09:00:00+01:00
0.723000, 2025-10-20T09:00:00+01:00, 2025-10-20T09:30:00+01:00
0.725000, 2025-10-20T09:30:00+01:00, 2025-10-20T10:00:00+01:00
0.609000, 2025-10-20T10:00:00+01:00, 2025-10-20T10:30:00+01:00
0.574000, 2025-10-20T10:30:00+01:00, 2025-10-20T11:00:00+01:00
0.597000, 2025-10-20T11:00:00+01:00, 2025-10-20T11:30:00+01:00
0.655000, 2025-10-20T11:30:00+01:00, 2025-10-20T12:00:00+01:00
0.679000, 2025-10-20T12:00:00+01:00, 2025-10-20T12:30:00+01:00
0.713000, 2025-10-20T12:30:00+01:00, 2025-10-20T13:00:00+01:00
0.570000, 2025-10-20T13:00:00+01:00, 2025-10-20T13:30:00+01:00
0.628000, 2025-10-20T13:30:00+01:00, 2025-10-20T14:00:00+01:00
0.715000, 2025-10-20T14:00:00+01:00, 2025-10-20T14:30:00+01:00
0.703000, 2025-10-20T14:30:00+01:00, 2025-10-20T15:00:00+01:00
0.761000, 2025-10-20T15:00:00+01:00, 2025-10-20T15:30:00+01:00
0.685000, 2025-10-20T15:30:00+01:00, 2025-10-20T16:00:00+01:00
0.719000, 2025-10-20T16:00:00+01:00, 2025-10-20T16:30:00+01:00
0.716000, 2025-10-20T16:30:00+01:00, 2025-10-20T17:00:00+01:00
0.653000, 2025-10-20T17:00:00+01:00, 2025-10-20T17:30:00+01:00
0.807000, 2025-10-20T17:30:00+01:00, 2025-10-20T18:00:00+01:00
0.844000, 2025-10-20T18:00:00+01:00, 2025-10-20T18:30:00+01:00
0.736000, 2025-10-20T18:30:00+01:00, 2025-10-20T19:00:00+01:00
0.705000, 2025-10-20T19:00:00+01:00, 2025-10-20T19:30:00+01:00
0.622000, 2025-10-20T19:30:00+01:00, 2025-10-20T20:00:00+01:00
0.537000, 2025-10-20T20:00:00+01:00, 2025-10-20T20:30:00+01:00
0.651000, 2025-10-20T20:30:00+01:00, 2025-10-20T21:00:00+01:00
0.641000, 2025-10-20T21:00:00+01:00, 2025-10-20T21:30:00+01:00
0.608000, 2025-10-20T21:30:00+01:00, 2025-10-20T22:00:00+01:00
0.645000, 2025-10-20T22:00:00+01:00, 2025-10-20T22:30:00+01:00
0.539000, 2025-10-20T22:30:00+01:00, 2025-10-20T23:00:00+01:00
0.473000, 2025-10-20T23:00:00+01:00, 2025-10-20T23:30:00+01:00
0.487000, 2025-10-20T23:30:00+01:00, 2025-10-21T00:00:00+01:00
0.807000, 2025-10-21T00:00:00+01:00, 2025-10-21T00:30:00+01:00
0.381000, 2025-10-21T00:30:00+01:00, 2025-10-21T01:00:00+01:00
0.631000, 2025-10-21T01:00:00+01:00, 2025-10-21T01:30:00+01:00
0.558000, 2025-10-21T01:30:00+01:00, 2025-10-21T02:00:00+01:00
0.399000, 2025-10-21T02:00:00+01:00, 2025-10-21T02:30:00+01:00
0.365000, 2025-10-21T02:30:00+01:00, 2025-10-21T03:00:00+01:00
0.353000, 2025-10-21T03:00:00+01:00, 2025-10-21T03:30:00+01:00
0.356000, 2025-10-21T03:30:00+01:00, 2025-10-21T04:00:00+01:00
0.353000, 2025-10-21T04:00:00+01:00, 2025-10-21T04:30:00+01:00
0.345000, 2025-10-21T04:30:00+01:00, 2025-10-21T05:00:00+01:00
0.353000, 2025-10-21T05:00:00+01:00, 2025-10-21T05:30:00+01:00
0.370000, 2025-10-21T05:30:00+01:00, 2025-10-21T06:00:00+01:00
0.349000, 2025-10-21T06:00:00+01:00, 2025-10-21T06:30:00+01:00
0.364000, 2025-10-21T06:30:00+01:00, 2025-10-21T07:00:00+01:00
0.383000, 2025-10-21T07:00:00+01:00, 2025-10-21T07:30:00+01:00
0.349000, 2025-10-21T07:30:00+01:00, 2025-10-21T08:00:00+01:00
0.349000, 2025-10-21T08:00:00+01:00, 2025-10-21T08:30:00+01:00
0.679000, 2025-10-21T08:30:00+01:00, 2025-10-21T09:00:00+01:00
0.571000, 2025-10-21T09:00:00+01:00, 2025-10-21T09:30:00+01:00
0.660000, 2025-10-21T09:30:00+01:00, 2025-10-21T10:00:00+01:00
0.675000, 2025-10-21T10:00:00+01:00, 2025-10-21T10:30:00+01:00
0.744000, 2025-10-21T10:30:00+01:00, 2025-10-21T11:00:00+01:00
0.721000, 2025-10-21T11:00:00+01:00, 2025-10-21T11:30:00+01:00
0.716000, 2025-10-21T11:30:00+01:00, 2025-10-21T12:00:00+01:00
0.847000, 2025-10-21T12:00:00+01:00, 2025-10-21T12:30:00+01:00
0.724000, 2025-10-21T12:30:00+01:00, 2025-10-21T13:00:00+01:00
0.538000, 2025-10-21T13:00:00+01:00, 2025-10-21T13:30:00+01:00
0.737000, 2025-10-21T13:30:00+01:00, 2025-10-21T14:00:00+01:00
0.677000, 2025-10-21T14:00:00+01:00, 2025-10-21T14:30:00+01:00
0.714000, 2025-10-21T14:30:00+01:00, 2025-10-21T15:00:00+01:00
0.835000, 2025-10-21T15:00:00+01:00, 2025-10-21T15:30:00+01:00
0.818000, 2025-10-21T15:30:00+01:00, 2025-10-21T16:00:00+01:00
0.746000, 2025-10-21T16:00:00+01:00, 2025-10-21T16:30:00+01:00
0.694000, 2025-10-21T16:30:00+01:00, 2025-10-21T17:00:00+01:00
0.722000, 2025-10-21T17:00:00+01:00, 2025-10-21T17:30:00+01:00
0.801000, 2025-10-21T17:30:00+01:00, 2025-10-21T18:00:00+01:00
1.071000, 2025-10-21T18:00:00+01:00, 2025-10-21T18:30:00+01:00
1.338000, 2025-10-21T18:30:00+01:00, 2025-10-21T19:00:00+01:00
0.937000, 2025-10-21T19:00:00+01:00, 2025-10-21T19:30:00+01:00
0.494000, 2025-10-21T19:30:00+01:00, 2025-10-21T20:00:00+01:00
0.583000, 2025-10-21T20:00:00+01:00, 2025-10-21T20:30:00+01:00
0.692000, 2025-10-21T20:30:00+01:00, 2025-10-21T21:00:00+01:00
0.741000, 2025-10-21T21:00:00+01:00, 2025-10-21T21:30:00+01:00
0.647000, 2025-10-21T21:30:00+01:00, 2025-10-21T22:00:00+01:00
0.627000, 2025-10-21T22:00:00+01:00, 2025-10-21T22:30:00+01:00
0.615000, 2025-10-21T22:30:00+01:00, 2025-10-21T23:00:00+01:00
0.698000, 2025-10-21T23:00:00+01:00, 2025-10-21T23:30:00+01:00
0.722000, 2025-10-21T23:30:00+01:00, 2025-10-22T00:00:00+01:00
1.331000, 2025-10-22T00:00:00+01:00, 2025-10-22T00:30:00+01:00
0.885000, 2025-10-22T00:30:00+01:00, 2025-10-22T01:00:00+01:00
0.837000, 2025-10-22T01:00:00+01:00, 2025-10-22T01:30:00+01:00
0.732000, 2025-10-22T01:30:00+01:00, 2025-10-22T02:00:00+01:00
0.784000, 2025-10-22T02:00:00+01:00, 2025-10-22T02:30:00+01:00
0.829000, 2025-10-22T02:30:00+01:00, 2025-10-22T03:00:00+01:00
1.138000, 2025-10-22T03:00:00+01:00, 2025-10-22T03:30:00+01:00
0.779000, 2025-10-22T03:30:00+01:00, 2025-10-22T04:00:00+01:00
0.962000, 2025-10-22T04:00:00+01:00, 2025-10-22T04:30:00+01:00
0.578000, 2025-10-22T04:30:00+01:00, 2025-10-22T05:00:00+01:00
0.580000, 2025-10-22T05:00:00+01:00, 2025-10-22T05:30:00+01:00
0.552000, 2025-10-22T05:30:00+01:00, 2025-10-22T06:00:00+01:00
0.578000, 2025-10-22T06:00:00+01:00, 2025-10-22T06:30:00+01:00
0.579000, 2025-10-22T06:30:00+01:00, 2025-10-22T07:00:00+01:00
0.560000, 2025-10-22T07:00:00+01:00, 2025-10-22T07:30:00+01:00
0.577000, 2025-10-22T07:30:00+01:00, 2025-10-22T08:00:00+01:00
0.575000, 2025-10-22T08:00:00+01:00, 2025-10-22T08:30:00+01:00
0.695000, 2025-10-22T08:30:00+01:00, 2025-10-22T09:00:00+01:00
0.550000, 2025-10-22T09:00:00+01:00, 2025-10-22T09:30:00+01:00
0.603000, 2025-10-22T09:30:00+01:00, 2025-10-22T10:00:00+01:00
0.652000, 2025-10-22T10:00:00+01:00, 2025-10-22T10:30:00+01:00
0.702000, 2025-10-22T10:30:00+01:00, 2025-10-22T11:00:00+01:00
0.643000, 2025-10-22T11:00:00+01:00, 2025-10-22T11:30:00+01:00
0.562000, 2025-10-22T11:30:00+01:00, 2025-10-22T12:00:00+01:00
0.550000, 2025-10-22T12:00:00+01:00, 2025-10-22T12:30:00+01:00
0.562000, 2025-10-22T12:30:00+01:00, 2025-10-22T13:00:00+01:00
0.531000, 2025-10-22T13:00:00+01:00, 2025-10-22T13:30:00+01:00
0.567000, 2025-10-22T13:30:00+01:00, 2025-10-22T14:00:00+01:00
0.576000, 2025-10-22T14:00:00+01:00, 2025-10-22T14:30:00+01:00
0.637000, 2025-10-22T14:30:00+01:00, 2025-10-22T15:00:00+01:00
0.598000, 2025-10-22T15:00:00+01:00, 2025-10-22T15:30:00+01:00
0.636000, 2025-10-22T15:30:00+01:00, 2025-10-22T16:00:00+01:00
0.592000, 2025-10-22T16:00:00+01:00, 2025-10-22T16:30:00+01:00
0.521000, 2025-10-22T16:30:00+01:00, 2025-10-22T17:00:00+01:00
0.611000, 2025-10-22T17:00:00+01:00, 2025-10-22T17:30:00+01:00
0.559000, 2025-10-22T17:30:00+01:00, 2025-10-22T18:00:00+01:00
0.527000, 2025-10-22T18:00:00+01:00, 2025-10-22T18:30:00+01:00
0.582000, 2025-10-22T18:30:00+01:00, 2025-10-22T19:00:00+01:00
3.732000, 2025-10-22T19:00:00+01:00, 2025-10-22T19:30:00+01:00
0.467000, 2025-10-22T19:30:00+01:00, 2025-10-22T20:00:00+01:00
3.222000, 2025-10-22T20:00:00+01:00, 2025-10-22T20:30:00+01:00
0.883000, 2025-10-22T20:30:00+01:00, 2025-10-22T21:00:00+01:00
2.293000, 2025-10-22T21:00:00+01:00, 2025-10-22T21:30:00+01:00
0.792000, 2025-10-22T21:30:00+01:00, 2025-10-22T22:00:00+01:00
0.629000, 2025-10-22T22:00:00+01:00, 2025-10-22T22:30:00+01:00
0.949000, 2025-10-22T22:30:00+01:00, 2025-10-22T23:00:00+01:00
0.622000, 2025-10-22T23:00:00+01:00, 2025-10-22T23:30:00+01:00
2.199000, 2025-10-22T23:30:00+01:00, 2025-10-23T00:00:00+01:00
0.498000, 2025-10-23T00:00:00+01:00, 2025-10-23T00:30:00+01:00
0.469000, 2025-10-23T00:30:00+01:00, 2025-10-23T01:00:00+01:00
0.586000, 2025-10-23T01:00:00+01:00, 2025-10-23T01:30:00+01:00
2.091000, 2025-10-23T01:30:00+01:00, 2025-10-23T02:00:00+01:00
0.402000, 2025-10-23T02:00:00+01:00, 2025-10-23T02:30:00+01:00
2.878000, 2025-10-23T02:30:00+01:00, 2025-10-23T03:00:00+01:00
1.573000, 2025-10-23T03:00:00+01:00, 2025-10-23T03:30:00+01:00
0.739000, 2025-10-23T03:30:00+01:00, 2025-10-23T04:00:00+01:00
0.551000, 2025-10-23T04:00:00+01:00, 2025-10-23T04:30:00+01:00
0.382000, 2025-10-23T04:30:00+01:00, 2025-10-23T05:00:00+01:00
0.388000, 2025-10-23T05:00:00+01:00, 2025-10-23T05:30:00+01:00
0.387000, 2025-10-23T05:30:00+01:00, 2025-10-23T06:00:00+01:00
0.375000, 2025-10-23T06:00:00+01:00, 2025-10-23T06:30:00+01:00
0.386000, 2025-10-23T06:30:00+01:00, 2025-10-23T07:00:00+01:00
0.387000, 2025-10-23T07:00:00+01:00, 2025-10-23T07:30:00+01:00
0.372000, 2025-10-23T07:30:00+01:00, 2025-10-23T08:00:00+01:00
0.396000, 2025-10-23T08:00:00+01:00, 2025-10-23T08:30:00+01:00
0.792000, 2025-10-23T08:30:00+01:00, 2025-10-23T09:00:00+01:00
0.820000, 2025-10-23T09:00:00+01:00, 2025-10-23T09:30:00+01:00
0.807000, 2025-10-23T09:30:00+01:00, 2025-10-23T10:00:00+01:00
0.630000, 2025-10-23T10:00:00+01:00, 2025-10-23T10:30:00+01:00
0.604000, 2025-10-23T10:30:00+01:00, 2025-10-23T11:00:00+01:00
0.610000, 2025-10-23T11:00:00+01:00, 2025-10-23T11:30:00+01:00
0.590000, 2025-10-23T11:30:00+01:00, 2025-10-23T12:00:00+01:00
1.455000, 2025-10-23T12:00:00+01:00, 2025-10-23T12:30:00+01:00
0.635000, 2025-10-23T12:30:00+01:00, 2025-10-23T13:00:00+01:00
0.574000, 2025-10-23T13:00:00+01:00, 2025-10-23T13:30:00+01:00
0.613000, 2025-10-23T13:30:00+01:00, 2025-10-23T14:00:00+01:00
0.698000, 2025-10-23T14:00:00+01:00, 2025-10-23T14:30:00+01:00
1.125000, 2025-10-23T14:30:00+01:00, 2025-10-23T15:00:00+01:00
0.615000, 2025-10-23T15:00:00+01:00, 2025-10-23T15:30:00+01:00
